-0.031578977	0.010444676	-0.034990538	0.040730428	-0.043577526	-0.005359861	-0.036238536	0.052241094	-0.020475976	-0.02066278	-0.06307929	0.008973518	0.03518801	0.015960287	0.06458356	0.029611789
-0.1002283	-0.045861293	-0.06463607	0.02633981	-0.03962138	-0.10273365	-0.13149635	0.12291333	-0.043891378	0.06044222	0.010176179	0.093210176	0.04786785	-0.0054696007	0.14554794	-0.013159305
-0.19257388	-0.03410459	-0.11251584	0.08189	-0.071397245	-0.07383898	-0.13069935	0.13846906	-0.123245105	0.07855006	0.05532898	0.14612715	0.06850633	-0.03529792	0.10595461	-0.04795367
-0.16550325	0.2707697	-0.1663109	-0.27060205	0.23223083	0.28117436	0.26301253	-0.2937897	0.28514966	-0.29308495	-0.23715676	-0.2860728	-0.26484329	0.29610085	-0.17948559	0.24617933
-0.12664832	-0.0033458956	-0.1308905	-0.07839145	0.039981857	0.01650819	0.03056399	-0.009125937	-0.039863486	-0.03606099	-0.014210531	-0.017729327	-0.02830038	0.012614792	0.09189479	0.028262608
-0.0019993957	-0.09012888	0.040163852	0.028761163	-0.05883117	-0.095452726	-0.06857492	0.052263584	-0.045870356	0.00646163	-0.017465476	0.09585156	0.016793644	-0.012857843	0.056101605	-0.06751148
-0.1745904	0.22352564	-0.18001097	-0.2048377	0.21722616	0.28714448	0.26379114	-0.2557019	0.2299972	-0.22665271	-0.24164638	-0.2517553	-0.2571005	0.19952595	-0.1294228	0.20132206
-0.07271636	0.0016227022	0.011798888	0.02679995	0.010688638	-0.013656007	-0.05868232	0.1022969	-0.09825041	0.03132835	-0.0032820455	0.0008811082	0.019235494	-0.03388731	0.13706312	-0.0061444957
-0.2875828	0.23484725	-0.20547982	-0.19533639	0.23792274	0.25711298	0.26229465	-0.2171526	0.22033855	-0.19497259	-0.22207002	-0.20236439	-0.21294746	0.19233146	-0.11462718	0.23190437
-0.10318329	-0.0039689653	-0.036828935	-0.0072891214	-0.0068623237	0.024005754	0.019424515	0.005055042	-0.006058286	-0.00012416852	-0.035135202	-0.0214827	-0.012366283	0.07383585	0.015139084	0.0058372202
-0.24210857	0.2434403	-0.16327454	-0.2619257	0.2689753	0.23458137	0.2972543	-0.3241863	0.29141614	-0.2609567	-0.25311148	-0.23462386	-0.23758297	0.27215764	-0.16316694	0.2862147
-0.005537936	-0.022101605	-0.059537016	0.03351804	0.014637567	-0.002304776	-0.03817793	0.03368042	-0.06781764	0.05000924	-0.03750345	0.036523327	0.05413766	-0.0071247104	0.028326774	-0.066871546
0.032666434	0.16587754	0.011642766	-0.082385	0.15868914	0.15141778	0.192155	-0.20331465	0.10809172	-0.10665088	-0.064945586	-0.18443762	-0.11848934	0.086684264	-0.114806354	0.080816835
0.15851185	-0.22840309	0.117075756	0.16365308	-0.14024404	-0.2299209	-0.21590482	0.27448493	-0.1947254	0.24347596	0.2149965	0.19226283	0.23639482	-0.17038919	0.25990543	-0.1449059
-0.021411926	-0.06143008	0.010607084	0.030216761	-0.003598323	-0.079641804	-0.06786181	0.011662246	-0.0059697274	0.02319787	0.04862997	0.06303669	0.033180468	-0.03992632	0.1029978	-0.015173932
-0.08656576	0.013420697	-0.07252942	-0.030213853	0.0405819	-0.0004869117	0.033308577	0.03851814	-0.038495034	-0.058074445	-0.0213678	0.02563251	0.030754501	0.03581061	0.04505154	-0.007512235
-0.03907539	-0.0012216693	-0.06715635	-0.039338145	-0.018286284	-0.009874989	-0.051358264	0.06559097	0.012554659	0.059245754	0.020705683	0.009016726	0.007070799	-0.01946913	0.0515385	-0.023176614
0.01730192	-0.005942367	-0.036561638	-0.07857128	0.016122252	0.08101642	0.084251456	-0.050063755	0.007107277	-0.035836898	-0.029306717	-0.01627579	-0.044569667	0.019867757	0.04297351	0.030205531
-0.09573303	0.021138027	-0.09519775	0.00089809287	0.06996238	-0.0024733113	-0.0451581	-0.01203319	-0.00079911377	-0.006833695	-0.033162132	0.021349719	-0.0329791	0.057112247	0.0539139	0.040005215
-0.032694343	0.11620795	-0.04551212	-0.09949183	0.09577893	0.09270641	0.10486857	-0.09074592	0.102197975	-0.14633264	-0.08011288	-0.14844625	-0.10821031	0.11308869	-0.030819444	0.118542895
0.00800935	0.03776314	-0.00976709	0.009529415	0.056448247	0.07869366	0.038276304	-0.01669499	0.11033028	-0.09548556	-0.08669235	-0.07488046	-0.038034495	0.078585014	-0.012732687	0.07269371
-0.14780489	-0.030999724	-0.055167887	-0.022151373	-0.0063683046	0.021232042	-0.03720491	0.026746113	-0.04379707	0.051436484	-0.0155671155	0.04318388	0.038121294	0.0028671657	0.0026270223	0.016341263
-0.103113405	0.0005092187	-0.088888206	-0.016552111	0.003626831	-0.038946196	-0.02340416	0.05999439	-0.020712838	0.021694196	-0.023867123	0.056724355	0.034842532	0.058468554	0.014108341	0.015033678
-0.17226179	0.035897814	-0.12456247	-0.03698509	4.878706e-05	0.00916904	-0.039733194	-0.012453925	-0.047738433	-0.045678217	-0.017249702	0.013502874	-0.043689564	0.040673733	0.012466148	0.063399225
-0.115298726	0.042561945	-0.05378315	-0.021016216	0.0489559	0.03715381	0.06870228	0.02933721	0.0059418827	-0.09404524	-0.02580337	-0.061462525	-0.040337175	0.03253794	0.047853235	0.05092972
